"","Gene.ID","SG117","SG137","SG38","SG97","SG88","SG87","SG98","SG37"
"8070","PGEN_.00g197230",82,208,97,186,172,227,149,220
"8071","PGEN_.00g069180",17,4,3,6,17,15,13,10
"8072","PGEN_.00g074660",1,3,2,0,2,4,6,0
"8073","PGEN_.00g247310",12,9,12,15,14,38,27,13
"8074","PGEN_.00g075530",9,2,2,4,0,5,4,3
"8075","PGEN_.00g009970",43,151,99,109,215,216,269,147
"8076","PGEN_.00g324460",0,2,3,4,8,5,2,3
"8077","PGEN_.00g065370",0,0,3,8,3,17,3,3
"8078","PGEN_.00g184980",25,13,12,19,22,31,37,9
"8079","PGEN_.00g092120",0,8,9,5,14,7,8,10
"8080","PGEN_.00g072620",92,37,26,53,59,78,68,47
"8081","PGEN_.00g154060",324,126,109,141,155,291,269,165
"8082","PGEN_.00g253890",60,53,48,70,63,95,97,96
"8083","PGEN_.00g256970",20,7,5,12,7,25,28,23
"8084","PGEN_.00g216460",21,2,2,2,0,6,11,1
"8085","PGEN_.00g240550",1,7,1,2,9,4,6,11
"8086","PGEN_.00g058260",92,90,110,138,86,163,251,123
"8087","PGEN_.00g246040",49,20,25,14,15,43,46,32
"8088","PGEN_.00g214820",2,4,3,2,4,4,1,2
"8089","PGEN_.00g154680",50,322,91,345,134,41,229,248
"8090","PGEN_.00g098240",94,64,55,59,81,74,75,69
"8091","PGEN_.00g039950",103,20,26,47,32,52,86,32
"8092","PGEN_.00g344150",38,33,41,39,40,43,49,45
"8093","PGEN_.00g105900",4,5,6,8,2,0,0,0
"8094","PGEN_.00g286740",16,46,74,88,225,167,35,55
"8095","PGEN_.00g185760",22,9,11,12,21,34,26,27
"8096","PGEN_.00g257620",101,79,62,100,45,98,66,67
"8097","PGEN_.00g089410",4,6,5,9,7,14,0,4
"8098","PGEN_.00g157080",5,0,0,4,4,3,2,3
"8099","PGEN_.00g217330",354,245,223,348,366,462,424,324
"8100","PGEN_.00g110360",5,3,8,12,6,12,13,13
"8101","PGEN_.00g130650",0,24,6,64,13,24,2,50
"8102","PGEN_.00g087520",7,6,0,2,6,2,11,3
"8103","PGEN_.00g008040",276,224,189,289,262,377,330,272
