"X" "SG117" "SG137" "SG38" "SG97" "SG88" "SG87" "SG98" "SG37"
"432" "PGEN_.00g268800" 9 8 5 10 1 10 21 5
"433" "PGEN_.00g113990" 9 22 19 11 15 14 21 22
"434" "PGEN_.00g313650" 7 12 16 13 4 11 13 2
"435" "PGEN_.00g188210" 5 2 4 6 4 14 3 8
"436" "PGEN_.00g039760" 813 97 134 167 103 83 144 142
"437" "PGEN_.00g307100" 4307 2805 2761 3795 3090 3194 4036 3008
"438" "PGEN_.00g117670" 8 8 6 10 10 15 4 18
"439" "PGEN_.00g338780" 10 13 4 6 9 18 16 10
"440" "PGEN_.00g192820" 43 32 10 17 16 28 11 19
"441" "PGEN_.00g013880" 19 21 28 30 48 29 36 21
"442" "PGEN_.00g014970" 14 7 5 13 7 2 17 9
"443" "PGEN_.00g085820" 73 58 57 56 55 78 50 69
"444" "PGEN_.00g208010" 27 15 14 26 28 20 22 20
"445" "PGEN_.00g044870" 12 9 2 16 3 5 13 3
"446" "PGEN_.00g155570" 16 11 30 51 35 51 45 46
"447" "PGEN_.00g338870" 1 0 9 7 3 17 1 3
"448" "PGEN_.00g304660" 4 3 4 15 6 10 9 4
"449" "PGEN_.00g149140" 27 17 30 31 26 41 34 18
"450" "PGEN_.00g198390" 38 24 16 23 24 30 30 25
"451" "PGEN_.00g285250" 4 4 5 3 0 6 3 0
"452" "PGEN_.00g329600" 26 30 26 43 30 47 47 35
"453" "PGEN_.00g135260" 0 1 4 10 3 2 0 7
"454" "PGEN_.00g068700" 9 6 4 19 20 32 25 15
"455" "PGEN_.00g269040" 28 8 4 9 11 27 13 9
"456" "PGEN_.00g272770" 1 0 3 8 4 4 10 2
"457" "PGEN_.00g119890" 226 137 144 183 133 201 195 139
"458" "PGEN_.00g017170" 50 24 36 53 57 110 74 45
"459" "PGEN_.00g017990" 84 60 59 67 84 139 134 88
"460" "PGEN_.00g115120" 62 21 44 30 19 9 32 17
"461" "PGEN_.00g243270" 142 126 83 149 166 202 155 155
"462" "PGEN_.00g251360" 32 23 15 34 21 46 32 24
"463" "PGEN_.00g167910" 25 22 17 26 22 32 16 23
"464" "PGEN_.00g038320" 8 5 7 4 11 5 6 7
"465" "PGEN_.00g263110" 15 4 3 0 9 15 7 8
"466" "PGEN_.00g055330" 4 6 2 3 4 2 4 4
"467" "PGEN_.00g089030" 7 1 5 3 3 13 3 2
"468" "PGEN_.00g052300" 2 5 8 11 4 5 1 5
"469" "PGEN_.00g083050" 13 18 8 5 11 16 4 2
"470" "PGEN_.00g182480" 15 168 3 210 6 213 279 234
"471" "PGEN_.00g025300" 255 164 161 289 187 229 362 127
"472" "PGEN_.00g309410" 17 3 0 2 3 2 8 0
"473" "PGEN_.00g197700" 18 28 6 27 22 27 26 25
"474" "PGEN_.00g273790" 38 20 24 20 21 29 25 29
"475" "PGEN_.00g021810" 6 4 6 5 2 8 10 8
"476" "PGEN_.00g084880" 7 12 8 15 9 15 17 14
"477" "PGEN_.00g012010" 0 0 4 12 2 1 6 7
"478" "PGEN_.00g142170" 4 0 1 4 3 10 4 8
"479" "PGEN_.00g248610" 39 23 4 8 7 8 29 6
"480" "PGEN_.00g064920" 8 6 4 7 3 16 16 8
"481" "PGEN_.00g026450" 3 25 5 12 12 30 9 10
"482" "PGEN_.00g191700" 21 11 12 40 8 37 44 31
"483" "PGEN_.00g075800" 104 43 72 76 78 70 79 67
"484" "PGEN_.00g273420" 25 6 7 6 7 7 11 6
"485" "PGEN_.00g324110" 16 21 19 33 28 54 20 34
"486" "PGEN_.00g114650" 16 4 1 0 0 0 12 8
"487" "PGEN_.00g265010" 7 4 5 2 5 8 5 0
"488" "PGEN_.00g028500" 5 0 7 10 6 11 5 5
"489" "PGEN_.00g055050" 112 81 54 106 87 139 139 96
"490" "PGEN_.00g280370" 20 26 11 21 21 34 20 22
"491" "PGEN_.00g346410" 89 36 39 47 58 39 69 37
"492" "PGEN_.00g205860" 37 8 42 41 35 62 49 49
"493" "PGEN_.00g055060" 57 33 38 61 39 52 56 35
"494" "PGEN_.00g278760" 503 179 288 381 215 226 287 384
"495" "PGEN_.00g301860" 0 2 6 9 20 7 1 9
"496" "PGEN_.00g201350" 7 0 2 5 6 4 2 3
"497" "PGEN_.00g152980" 32 8 19 26 23 24 34 29
"498" "PGEN_.00g113560" 185 126 155 111 121 114 122 119
"499" "PGEN_.00g325240" 51 68 49 100 70 111 150 113
"500" "PGEN_.00g192050" 2 7 4 7 3 6 3 6
"501" "PGEN_.00g301740" 8 0 0 2 3 2 6 5
"502" "PGEN_.00g076720" 6 3 1 2 4 5 4 2
"503" "PGEN_.00g188970" 16 23 12 17 18 16 21 13
"504" "PGEN_.00g275060" 79 113 66 125 96 159 88 136
"505" "PGEN_.00g320740" 104 30 31 29 23 36 30 33
"506" "PGEN_.00g106000" 29 13 15 7 15 1 0 3
"507" "PGEN_.00g113380" 5 38 12 37 27 18 16 38
"508" "PGEN_.00g098630" 2520 1676 1618 1532 1841 1960 1925 1471
"509" "PGEN_.00g259800" 33 14 11 29 28 20 43 22
"510" "PGEN_.00g031750" 3 17 12 7 12 6 15 13
"511" "PGEN_.00g173390" 16 3 4 0 0 5 2 8
"512" "PGEN_.00g025480" 6 16 23 18 59 9 17 8
"513" "PGEN_.00g033440" 65 71 60 70 67 67 71 74
"514" "PGEN_.00g193830" 47 24 16 20 25 31 51 30
"515" "PGEN_.00g275680" 27 14 10 11 11 10 19 17
"516" "PGEN_.00g112380" 7 5 0 14 8 2 11 23
"517" "PGEN_.00g209000" 28 20 18 18 23 14 14 19
"518" "PGEN_.00g148480" 14 2 1 5 3 8 4 6
"519" "PGEN_.00g008090" 67 39 53 61 44 48 71 38
"520" "PGEN_.00g311250" 10 12 8 5 10 14 17 9
"521" "PGEN_.00g063490" 0 3 2 2 2 6 1 7
"522" "PGEN_.00g148730" 3 10 7 4 4 6 4 18
"523" "PGEN_.00g119400" 32 9 15 7 21 41 29 21
"524" "PGEN_.00g091710" 6 4 4 4 4 3 6 6
"525" "PGEN_.00g251650" 14 5 4 7 8 6 10 4
"526" "PGEN_.00g177890" 10 1 5 7 6 8 17 13
"527" "PGEN_.00g215570" 45 77 42 70 43 30 49 66
"528" "PGEN_.00g030930" 5 8 5 7 6 10 4 5
"529" "PGEN_.00g063720" 8 12 7 9 10 13 12 22
"530" "PGEN_.00g107660" 0 7 0 0 9 14 10 7
"531" "PGEN_.00g204400" 38 16 9 28 27 39 38 27
"532" "PGEN_.00g058870" 6 4 0 2 4 5 2 2
"533" "PGEN_.00g187840" 18 9 8 8 6 6 22 10
"534" "PGEN_.00g228220" 7 8 6 0 2 2 6 4
"535" "PGEN_.00g003040" 7 0 2 2 1 4 5 0
"536" "PGEN_.00g054140" 13 9 7 9 2 2 2 9
"537" "PGEN_.00g134810" 7 5 0 0 4 9 7 3
"538" "PGEN_.00g150010" 106 28 38 29 39 25 40 20
"539" "PGEN_.00g006270" 3 6 7 3 7 7 2 5
"540" "PGEN_.00g132240" 8 19 12 16 8 17 12 14
"541" "PGEN_.00g032470" 8 5 5 9 13 13 27 9
"542" "PGEN_.00g029590" 9 16 21 50 52 98 70 20
"543" "PGEN_.00g096380" 7 4 5 3 18 8 21 9
"544" "PGEN_.00g008540" 72 80 54 54 98 96 123 105
"545" "PGEN_.00g108520" 249 176 172 160 152 114 147 195
"546" "PGEN_.00g142230" 43 36 28 39 29 64 48 54
"547" "PGEN_.00g310610" 8 6 7 4 9 10 10 6
"548" "PGEN_.00g074810" 41 29 30 28 27 16 28 22
"549" "PGEN_.00g317960" 3 5 7 3 6 7 7 4
"550" "PGEN_.00g104310" 28 22 7 8 14 17 25 22
"551" "PGEN_.00g125310" 23 21 19 36 20 14 25 7
"552" "PGEN_.00g205440" 19 10 14 14 8 26 2 23
"553" "PGEN_.00g273560" 9 17 31 22 34 17 20 21
"554" "PGEN_.00g116940" 133 51 63 122 52 84 161 38
"555" "PGEN_.00g228910" 3 4 2 1 2 5 6 6
"556" "PGEN_.00g339250" 21 10 5 8 6 9 11 5
"557" "PGEN_.00g047900" 8 2 4 0 0 4 9 0
"558" "PGEN_.00g184450" 13 7 10 11 9 12 23 5
"559" "PGEN_.00g183780" 5 7 6 22 11 12 7 10
"560" "PGEN_.00g072410" 8 3 4 6 11 11 15 8
"561" "PGEN_.00g260070" 2 5 12 22 36 53 16 10
"562" "PGEN_.00g164800" 41 10 17 18 11 7 23 9
"563" "PGEN_.00g121120" 22 3 8 15 13 18 23 5
"564" "PGEN_.00g332340" 13 1 3 0 2 7 2 3
"565" "PGEN_.00g067580" 2 7 5 17 16 8 0 7
"566" "PGEN_.00g213860" 16 36 15 30 13 39 22 32
"567" "PGEN_.00g312440" 67 63 68 51 48 77 106 78
"568" "PGEN_.00g064580" 79 161 111 176 196 235 201 283
"569" "PGEN_.00g040150" 167 198 130 113 161 118 185 99
"570" "PGEN_.00g284830" 6 5 2 2 0 0 0 5
"571" "PGEN_.00g238950" 5 12 2 7 4 7 4 3
"572" "PGEN_.00g133920" 114 93 67 109 113 162 156 92
"573" "PGEN_.00g272080" 12 13 15 17 15 13 10 7
"574" "PGEN_.00g001880" 15 9 7 8 1 12 6 6
"575" "PGEN_.00g323910" 0 3 0 3 4 0 6 2
"576" "PGEN_.00g224200" 6 3 3 5 4 2 4 2
"577" "PGEN_.00g229630" 15 4 0 4 2 1 5 7
"578" "PGEN_.00g265990" 8 3 3 9 7 4 2 6
"579" "PGEN_.00g087330" 42 37 20 50 38 46 54 28
"580" "PGEN_.00g234180" 145 97 94 119 118 173 125 107
"581" "PGEN_.00g315690" 4 8 4 5 10 6 6 8
"582" "PGEN_.00g219230" 8 5 4 4 3 7 4 10
"583" "PGEN_.00g215960" 122 93 103 94 118 124 103 99
"584" "PGEN_.00g238370" 18 4 11 8 11 11 14 8
"585" "PGEN_.00g040840" 16 10 10 15 7 10 26 13
"586" "PGEN_.00g349060" 25 14 2 3 2 4 13 3
"587" "PGEN_.00g172320" 129 60 56 100 86 81 75 97
"588" "PGEN_.00g083520" 29 39 23 27 30 21 19 21
"589" "PGEN_.00g233860" 11 5 15 8 6 8 9 11
"590" "PGEN_.00g049490" 138 190 180 178 193 217 231 182
"591" "PGEN_.00g019070" 5 6 4 18 8 4 6 7
"592" "PGEN_.00g178890" 2 0 3 8 12 9 4 5
"593" "PGEN_.00g274530" 246 375 456 244 272 352 345 211
"594" "PGEN_.00g122180" 35 14 18 19 21 18 26 31
"595" "PGEN_.00g262080" 7 4 3 2 5 5 7 4
"596" "PGEN_.00g266700" 13 7 3 3 1 8 11 0
"597" "PGEN_.00g167640" 6 7 6 12 3 8 8 7
"598" "PGEN_.00g163940" 10 5 2 9 8 12 0 3
"599" "PGEN_.00g290700" 33 48 18 37 20 25 42 41
"600" "PGEN_.00g264700" 25 8 6 2 7 3 16 6
"601" "PGEN_.00g002960" 6 3 2 5 3 0 0 2
"602" "PGEN_.00g235320" 34 8 11 17 22 27 42 13
"603" "PGEN_.00g160910" 18 18 13 13 17 18 24 21
"604" "PGEN_.00g331060" 67 42 36 44 52 44 39 36
"605" "PGEN_.00g107500" 6 0 4 10 9 0 0 5
"606" "PGEN_.00g056370" 28 21 18 18 7 14 12 5
"607" "PGEN_.00g048720" 863 1395 1038 1104 896 902 695 879
"608" "PGEN_.00g305400" 30 10 3 5 3 9 16 9
"609" "PGEN_.00g147610" 51 57 22 62 64 93 74 61
"610" "PGEN_.00g220000" 9 5 6 11 7 21 23 9
"611" "PGEN_.00g041490" 35 20 22 21 25 15 44 12
"612" "PGEN_.00g306170" 38 199 204 279 833 471 115 219
"613" "PGEN_.00g140040" 14 14 12 8 21 9 9 8
"614" "PGEN_.00g236740" 13 8 16 14 28 24 18 20
"615" "PGEN_.00g114260" 54 50 37 54 57 71 44 69
"616" "PGEN_.00g153210" 26 9 8 9 12 17 22 17
"617" "PGEN_.00g199760" 4 2 0 1 3 4 5 2
"618" "PGEN_.00g200640" 36 7 6 6 6 7 6 13
"619" "PGEN_.00g271010" 8 8 4 7 6 8 7 11
"620" "PGEN_.00g331930" 5 8 0 9 7 11 14 8
"621" "PGEN_.00g190950" 7 2 0 1 5 2 4 3
"622" "PGEN_.00g179310" 0 2 41 113 65 222 181 40
"623" "PGEN_.00g114840" 2 0 4 2 16 17 2 5
"624" "PGEN_.00g333570" 10 1 9 11 3 9 2 9
"625" "PGEN_.00g141310" 4 3 4 9 7 8 5 3
"626" "PGEN_.00g165430" 20 3 5 4 4 5 8 2
"627" "PGEN_.00g230740" 127 38 38 30 72 61 105 53
"628" "PGEN_.00g041720" 5 7 2 13 6 7 5 9
"629" "PGEN_.00g231830" 37 15 32 33 30 57 53 19
"630" "PGEN_.00g015120" 65 23 21 25 34 35 42 26
"631" "PGEN_.00g040450" 7 0 4 3 0 6 5 9
"632" "PGEN_.00g209570" 5 4 7 7 8 7 12 8
"633" "PGEN_.00g282060" 117 74 43 45 75 106 53 73
"634" "PGEN_.00g285590" 6 7 30 36 68 42 6 7
"635" "PGEN_.00g071280" 58 56 43 53 53 57 56 51
"636" "PGEN_.00g155300" 27 22 35 12 43 41 14 15
"637" "PGEN_.00g159480" 10 4 3 2 3 3 9 4
"638" "PGEN_.00g055780" 4 6 5 19 6 14 7 9
"639" "PGEN_.00g248130" 9 56 118 201 451 641 58 120
"640" "PGEN_.00g161970" 25 16 8 12 17 27 18 16
"641" "PGEN_.00g332620" 13 11 9 26 8 12 9 17
"642" "PGEN_.00g240440" 104 117 53 132 98 172 140 129
"643" "PGEN_.00g272090" 5 4 13 6 11 8 9 7
"644" "PGEN_.00g014830" 14 22 19 15 20 34 27 32
"645" "PGEN_.00g088950" 92 155 88 162 154 159 133 126
"646" "PGEN_.00g091260" 33 71 41 65 54 53 47 64
"647" "PGEN_.00g337050" 35 24 22 13 24 59 24 29
"648" "PGEN_.00g163530" 9 9 1 7 3 9 7 5
"649" "PGEN_.00g322440" 33 9 12 11 12 19 16 18
"650" "PGEN_.00g112850" 23 10 12 2 13 6 13 13
"651" "PGEN_.00g016470" 22 4 3 12 6 13 9 9
"652" "PGEN_.00g308240" 2 5 0 6 2 0 7 3
"653" "PGEN_.00g192670" 3 0 2 6 4 4 5 3
"654" "PGEN_.00g158680" 4 1 8 1 7 5 6 4
"655" "PGEN_.00g052400" 3365 2321 2198 2249 2548 2815 2897 2585
"656" "PGEN_.00g230290" 33 17 12 19 41 22 39 18
"657" "PGEN_.00g149260" 13 13 8 13 19 23 16 14
"658" "PGEN_.00g145560" 24 27 17 19 32 38 26 19
"659" "PGEN_.00g142030" 44 27 37 54 47 44 41 58
"660" "PGEN_.00g189460" 23 14 31 25 20 54 27 31
"661" "PGEN_.00g297990" 2 8 3 4 2 10 3 15
"662" "PGEN_.00g158350" 9 4 9 2 10 5 14 8
"663" "PGEN_.00g091840" 2 7 4 9 4 7 4 5
"664" "PGEN_.00g198580" 221 112 95 190 164 218 230 237
"665" "PGEN_.00g273320" 180 111 98 208 142 213 201 185
"666" "PGEN_.00g146200" 19 12 5 12 9 21 16 18
"667" "PGEN_.00g248860" 37 9 10 4 16 17 14 4
"668" "PGEN_.00g068130" 4 2 4 6 4 6 8 7
"669" "PGEN_.00g269230" 14 6 8 14 4 11 11 5
"670" "PGEN_.00g323310" 7 6 5 9 8 19 11 9
"671" "PGEN_.00g053750" 5 0 13 23 86 81 21 13
"672" "PGEN_.00g252620" 8 3 3 4 2 3 8 4
"673" "PGEN_.00g331540" 8 10 8 12 18 13 7 5
"674" "PGEN_.00g226750" 10 5 4 7 6 9 14 6
"675" "PGEN_.00g025110" 16 17 11 23 15 17 13 24
"676" "PGEN_.00g110170" 6 6 2 4 8 5 4 2
"677" "PGEN_.00g061710" 37 42 39 47 48 38 39 49
"678" "PGEN_.00g277800" 44 15 18 15 32 23 48 23
"679" "PGEN_.00g057920" 38 43 35 77 37 57 48 47
"680" "PGEN_.00g012200" 34 33 39 73 44 44 64 40
"681" "PGEN_.00g013150" 193 192 151 156 179 264 170 198
"682" "PGEN_.00g187230" 0 0 6 3 16 6 11 0
"683" "PGEN_.00g310310" 1 0 0 4 4 7 7 0
"684" "PGEN_.00g110280" 14 2 6 15 15 12 19 7
"685" "PGEN_.00g293190" 12 5 7 6 9 19 18 10
"686" "PGEN_.00g296340" 3 3 2 9 8 8 6 7
"687" "PGEN_.00g072160" 21 7 18 21 9 30 21 21
"688" "PGEN_.00g300620" 14 22 16 11 27 19 23 14
"689" "PGEN_.00g275180" 60 19 24 34 51 56 50 39
"690" "PGEN_.00g254100" 36 26 29 42 39 39 38 26
"691" "PGEN_.00g201250" 20 114 58 52 78 78 69 80
"692" "PGEN_.00g088130" 11 89 53 88 105 72 53 109
"693" "PGEN_.00g287350" 7 3 2 6 4 2 9 2
"694" "PGEN_.00g270000" 6 10 51 67 78 201 63 30
"695" "PGEN_.00g030360" 5 1 0 3 9 4 3 3
"696" "PGEN_.00g064740" 184 88 101 177 160 243 168 170
"697" "PGEN_.00g255850" 5 3 8 7 7 3 7 4
"698" "PGEN_.00g067210" 18 11 10 18 8 22 22 8
"699" "PGEN_.00g345160" 6 9 4 13 2 10 7 6
"700" "PGEN_.00g143580" 24 20 9 19 10 27 18 8
"701" "PGEN_.00g217810" 122 50 98 145 106 205 124 96
"702" "PGEN_.00g110820" 32 35 57 47 52 81 58 58
"703" "PGEN_.00g180610" 25 13 17 16 28 14 15 9
"704" "PGEN_.00g272010" 131 80 81 115 134 154 154 109
"705" "PGEN_.00g297430" 7 7 4 10 12 7 13 24
"706" "PGEN_.00g241270" 46 24 10 27 20 16 20 23
"707" "PGEN_.00g000910" 7 1 2 6 8 2 10 6
"708" "PGEN_.00g291770" 244 89 117 142 115 182 207 140
"709" "PGEN_.00g287970" 0 2 0 3 4 6 8 0
"710" "PGEN_.00g286000" 31 13 11 20 19 17 23 25
"711" "PGEN_.00g271750" 23 18 15 17 22 16 33 25
"712" "PGEN_.00g211220" 4 0 2 1 2 10 9 0
"713" "PGEN_.00g096480" 73 85 87 109 89 117 77 138
"714" "PGEN_.00g062370" 17 19 20 27 33 39 40 35
"715" "PGEN_.00g133410" 45 27 29 39 28 51 58 22
"716" "PGEN_.00g185140" 32 36 20 36 21 32 19 22
"717" "PGEN_.00g205960" 6 6 2 10 11 11 6 21
"718" "PGEN_.00g043380" 4 4 5 6 6 2 6 6
"719" "PGEN_.00g229340" 23 8 3 17 13 5 6 6
"720" "PGEN_.00g084470" 27 5 6 2 4 8 14 4
"721" "PGEN_.00g223060" 4 2 3 4 2 8 2 2
"722" "PGEN_.00g145040" 70 35 47 57 62 89 72 50
"723" "PGEN_.00g022390" 51 15 9 6 20 24 31 11
"724" "PGEN_.00g095820" 51 54 46 63 15 45 46 50
"725" "PGEN_.00g078490" 9 12 18 22 12 16 20 10
"726" "PGEN_.00g102590" 6 4 4 6 4 2 12 5
"727" "PGEN_.00g099330" 20 12 14 22 26 30 33 23
"728" "PGEN_.00g104290" 0 0 0 0 4 4 10 4
"729" "PGEN_.00g134990" 11 5 6 3 8 8 7 5
"730" "PGEN_.00g256190" 2 0 4 19 18 18 14 8
"731" "PGEN_.00g229960" 31 31 22 19 18 15 39 36
"732" "PGEN_.00g086200" 7 35 3 51 4 5 31 7
"733" "PGEN_.00g171300" 40 13 10 22 24 30 26 14
"734" "PGEN_.00g082940" 73 46 40 37 31 42 38 29
"735" "PGEN_.00g006400" 10 20 19 3 20 31 1 22
"736" "PGEN_.00g170650" 30 16 18 22 20 27 29 19
"737" "PGEN_.00g216330" 8 5 5 6 7 8 11 4
"738" "PGEN_.00g037650" 3 11 2 9 4 6 17 4
"739" "PGEN_.00g131010" 21 16 19 22 23 25 29 15
"740" "PGEN_.00g254840" 128 58 53 126 78 182 142 110
"741" "PGEN_.00g199560" 17 19 12 15 10 24 16 19
"742" "PGEN_.00g222080" 163 81 106 113 94 120 134 88
"743" "PGEN_.00g002230" 37 15 22 44 31 30 61 28
"744" "PGEN_.00g224870" 4 5 5 4 8 13 2 5
"745" "PGEN_.00g046260" 22 8 9 4 18 19 17 5
"746" "PGEN_.00g318670" 5 7 4 17 7 4 13 9
"747" "PGEN_.00g079450" 4 6 0 7 0 0 5 2
"748" "PGEN_.00g075770" 2 8 0 0 5 4 3 0
"749" "PGEN_.00g038550" 14 4 12 8 8 15 12 13
"750" "PGEN_.00g260600" 7 15 6 8 7 8 16 11
"751" "PGEN_.00g333770" 1 15 3 14 2 3 14 10
"752" "PGEN_.00g057910" 5 2 6 9 28 19 9 4
"753" "PGEN_.00g125500" 167 67 115 133 107 175 163 106
"754" "PGEN_.00g303040" 36 16 20 27 17 44 16 18
"755" "PGEN_.00g034300" 5 12 7 8 15 6 8 5
"756" "PGEN_.00g038880" 9 22 16 20 22 32 11 19
"757" "PGEN_.00g041120" 193 232 158 131 171 157 176 139
"758" "PGEN_.00g087810" 225 994 1329 499 901 547 763 572
"759" "PGEN_.00g015320" 29 37 28 18 44 52 32 41
"760" "PGEN_.00g174220" 14 13 4 6 0 10 6 12
"761" "PGEN_.00g194130" 59 65 56 94 87 86 108 71
"762" "PGEN_.00g347910" 11 12 8 10 10 16 11 13
"763" "PGEN_.00g131900" 11 21 7 21 12 32 26 20
"764" "PGEN_.00g217170" 26 36 24 39 32 46 30 39
"765" "PGEN_.00g010660" 29 34 9 0 21 2 28 0
"766" "PGEN_.00g302470" 0 12 0 13 12 4 5 11
"767" "PGEN_.00g011130" 4 2 2 2 0 2 4 4
"768" "PGEN_.00g015490" 0 0 2 8 1 29 3 0
"769" "PGEN_.00g137500" 238 76 60 75 98 20 63 104
"770" "PGEN_.00g267370" 30 18 7 16 18 23 15 17
"771" "PGEN_.00g342980" 599 407 553 675 549 838 706 560
"772" "PGEN_.00g000270" 13 8 5 17 14 10 11 8
"773" "PGEN_.00g316060" 17 4 3 11 12 7 10 31
"774" "PGEN_.00g016670" 81 32 65 54 62 65 90 40
"775" "PGEN_.00g345400" 10 5 0 5 2 2 7 0
"776" "PGEN_.00g126360" 18 5 6 6 5 15 9 7
"777" "PGEN_.00g116750" 22 19 21 34 18 27 20 28
"778" "PGEN_.00g220620" 12 1 9 12 10 13 9 0
"779" "PGEN_.00g218350" 7 4 7 7 16 10 13 5
"780" "PGEN_.00g128480" 58 65 46 53 67 76 84 77
"781" "PGEN_.00g122620" 82 85 163 158 152 172 165 183
"782" "PGEN_.00g262470" 17 28 5 7 11 11 7 17
"783" "PGEN_.00g000490" 13 8 5 7 5 9 5 8
"784" "PGEN_.00g242130" 3 2 4 1 3 4 5 2
"785" "PGEN_.00g316680" 27 14 10 3 19 3 15 9
"786" "PGEN_.00g265900" 12 4 5 5 4 8 4 0
"787" "PGEN_.00g045860" 181 101 73 119 101 129 139 97
"788" "PGEN_.00g007720" 174 90 58 131 119 163 128 130
"789" "PGEN_.00g273120" 8 8 0 7 11 11 10 4
"790" "PGEN_.00g006890" 63 12 12 11 13 23 47 15
"791" "PGEN_.00g274470" 12 26 12 18 6 17 25 10
"792" "PGEN_.00g166490" 16 16 16 10 31 26 22 15
"793" "PGEN_.00g162930" 0 0 2 2 3 4 4 0
"794" "PGEN_.00g018510" 6 6 5 2 5 3 3 2
"795" "PGEN_.00g343760" 14 8 18 10 9 14 12 13
"796" "PGEN_.00g003910" 2 18 2 6 14 9 9 0
"797" "PGEN_.00g273690" 2 2 5 6 2 4 0 5
"798" "PGEN_.00g163040" 16 7 4 13 4 11 27 8
"799" "PGEN_.00g325430" 32 10 19 20 20 18 39 23
"800" "PGEN_.00g314350" 5 3 3 1 4 4 5 3
"801" "PGEN_.00g331380" 23 9 4 19 12 6 13 10
"802" "PGEN_.00g083480" 54 24 39 20 37 39 147 31
"803" "PGEN_.00g021440" 68 44 48 54 63 121 102 43
"804" "PGEN_.00g082570" 106 148 139 216 184 260 270 237
"805" "PGEN_.00g111190" 5 2 0 1 1 4 4 3
"806" "PGEN_.00g146040" 83 57 63 98 75 86 74 77
"807" "PGEN_.00g081880" 122 65 70 82 93 139 123 100
"808" "PGEN_.00g160760" 11 0 3 8 4 8 10 2
"809" "PGEN_.00g191350" 227 213 161 237 281 274 263 230
"810" "PGEN_.00g082680" 69 67 42 69 56 63 61 76
"811" "PGEN_.00g239010" 1 0 3 6 3 4 1 2
"812" "PGEN_.00g300420" 4 5 3 4 6 5 4 3
"813" "PGEN_.00g013420" 9 3 7 3 5 9 6 5
"814" "PGEN_.00g042330" 46 21 33 29 36 24 23 25
"815" "PGEN_.00g298430" 4 9 4 5 3 11 6 7
"816" "PGEN_.00g095730" 26 43 39 65 60 103 23 62
"817" "PGEN_.00g279390" 103 48 52 36 52 104 73 40
"818" "PGEN_.00g302860" 16 3 0 3 4 10 22 6
"819" "PGEN_.00g346840" 14 3 1 6 1 1 3 3
"820" "PGEN_.00g047670" 8 0 5 2 6 10 3 6
"821" "PGEN_.00g048880" 8 9 6 8 4 4 9 6
"822" "PGEN_.00g150970" 19 9 10 3 7 15 7 16
"823" "PGEN_.00g153400" 204 105 109 124 145 173 173 125
"824" "PGEN_.00g157980" 12 39 13 17 25 30 12 28
"825" "PGEN_.00g340440" 13 4 1 5 2 1 5 7
"826" "PGEN_.00g057670" 9 4 0 2 1 4 6 2
"827" "PGEN_.00g053950" 97 165 128 153 126 202 161 165
"828" "PGEN_.00g270570" 32 15 11 9 11 23 40 22
"829" "PGEN_.00g113130" 5 4 5 3 3 8 4 1
"830" "PGEN_.00g290620" 23 24 7 8 12 15 21 10
"831" "PGEN_.00g237310" 6 7 4 9 3 13 10 9
"832" "PGEN_.00g080860" 3 2 3 6 4 6 3 9
"833" "PGEN_.00g195300" 73 30 23 44 36 41 51 35
"834" "PGEN_.00g138020" 10 20 12 15 8 14 12 11
"835" "PGEN_.00g015860" 21 15 13 24 22 28 26 26
"836" "PGEN_.00g290190" 9 0 2 2 0 2 9 4
"837" "PGEN_.00g077600" 32 17 46 52 55 18 10 38
"838" "PGEN_.00g070050" 3 4 5 12 11 10 5 8
"839" "PGEN_.00g302130" 15 13 12 15 13 10 22 8
"840" "PGEN_.00g208520" 4 4 2 4 7 3 4 3
"841" "PGEN_.00g321840" 8 5 0 2 4 8 5 2
"842" "PGEN_.00g024250" 47 40 47 43 50 59 58 58
"843" "PGEN_.00g287360" 5 2 6 4 5 3 0 1
"844" "PGEN_.00g200050" 7 1 2 13 10 11 6 12
"845" "PGEN_.00g155800" 8 4 0 0 2 2 4 3
"846" "PGEN_.00g326310" 0 2 0 3 4 1 4 3
"847" "PGEN_.00g063220" 5 0 15 35 51 74 11 12
"848" "PGEN_.00g134300" 353 29 42 48 36 16 62 40
"849" "PGEN_.00g062170" 92 124 108 110 130 158 131 132
"850" "PGEN_.00g152460" 550 188 250 401 332 438 428 344
"851" "PGEN_.00g193460" 5 0 0 4 3 2 3 0
"852" "PGEN_.00g260280" 8 9 4 1 11 8 4 5
"853" "PGEN_.00g241920" 16 24 17 5 16 11 7 7
"854" "PGEN_.00g329330" 61 98 84 101 128 124 72 118
"855" "PGEN_.00g209430" 6 0 2 2 0 4 2 4
"856" "PGEN_.00g049300" 13 10 15 16 13 24 11 11
"857" "PGEN_.00g331610" 51 57 26 80 55 61 55 66
"858" "PGEN_.00g054590" 26 12 4 14 6 14 20 11
"859" "PGEN_.00g139860" 8 16 20 30 18 26 9 27
"860" "PGEN_.00g188670" 14 3 5 4 2 6 6 3
"861" "PGEN_.00g059550" 34 42 40 52 69 99 55 86
"862" "PGEN_.00g063660" 7 2 6 8 7 10 13 9
"863" "PGEN_.00g245030" 14 7 3 11 9 5 10 13
"864" "PGEN_.00g022150" 17 5 5 5 4 2 5 5
"865" "PGEN_.00g298190" 10 6 6 10 7 10 3 3
"866" "PGEN_.00g338540" 2 6 0 3 0 6 7 0
